Enumeration Name	Abbreviation	Meaning	Import-only	Comments	ADIF Version	ADIF Status
Ant_Path	G	grayline			3.0.8	Released
Ant_Path	O	other			3.0.8	Released
Ant_Path	S	short path			3.0.8	Released
Ant_Path	L	long path			3.0.8	Released
Enumeration Name	Abbreviation	Section Name	DXCC Entity Code	From Date	Deleted Date	Import-only	Comments	ADIF Version	ADIF Status
ARRL_Section	AL	Alabama	291					3.0.8	Released
ARRL_Section	AK	Alaska	6					3.0.8	Released
ARRL_Section	AB	Alberta	1					3.0.8	Released
ARRL_Section	AR	Arkansas	291					3.0.8	Released
ARRL_Section	AZ	Arizona	291					3.0.8	Released
ARRL_Section	BC	British Columbia	1					3.0.8	Released
ARRL_Section	CO	Colorado	291					3.0.8	Released
ARRL_Section	CT	Connecticut	291					3.0.8	Released
ARRL_Section	DE	Delaware	291					3.0.8	Released
ARRL_Section	EB	East Bay	291					3.0.8	Released
ARRL_Section	EMA	Eastern Massachusetts	291					3.0.8	Released
ARRL_Section	ENY	Eastern New York	291					3.0.8	Released
ARRL_Section	EPA	Eastern Pennsylvania	291					3.0.8	Released
ARRL_Section	EWA	Eastern Washington	291					3.0.8	Released
ARRL_Section	GA	Georgia	291					3.0.8	Released
ARRL_Section	GTA	Greater Toronto Area	1	2012/09/01				3.0.8	Released
ARRL_Section	ID	Idaho	291					3.0.8	Released
ARRL_Section	IL	Illinois	291					3.0.8	Released
ARRL_Section	IN	Indiana	291					3.0.8	Released
ARRL_Section	IA	Iowa	291					3.0.8	Released
ARRL_Section	KS	Kansas	291					3.0.8	Released
ARRL_Section	KY	Kentucky	291					3.0.8	Released
ARRL_Section	LAX	Los Angeles	291					3.0.8	Released
ARRL_Section	LA	Louisiana	291					3.0.8	Released
ARRL_Section	ME	Maine	1					3.0.8	Released
ARRL_Section	MB	Manitoba	1					3.0.8	Released
ARRL_Section	MAR	Maritime	1					3.0.8	Released
ARRL_Section	MDC	Maryland-DC	291					3.0.8	Released
ARRL_Section	MI	Michigan	291					3.0.8	Released
ARRL_Section	MN	Minnesota	291					3.0.8	Released
ARRL_Section	MS	Mississippi	291					3.0.8	Released
ARRL_Section	MO	Missouri	291					3.0.8	Released
ARRL_Section	MT	Montana	291					3.0.8	Released
ARRL_Section	NE	Nebraska	291					3.0.8	Released
ARRL_Section	NV	Nevada	291					3.0.8	Released
ARRL_Section	NH	New Hampshire	291					3.0.8	Released
ARRL_Section	NM	New Mexico	291					3.0.8	Released
ARRL_Section	NLI	New York City-Long Island	291					3.0.8	Released
ARRL_Section	NL	Newfoundland/Labrador	1					3.0.8	Released
ARRL_Section	NC	North Carolina	291					3.0.8	Released
ARRL_Section	ND	North Dakota	291					3.0.8	Released
ARRL_Section	NTX	North Texas	291					3.0.8	Released
ARRL_Section	NFL	Northern Florida	291					3.0.8	Released
ARRL_Section	NNJ	Northern New Jersey	291					3.0.8	Released
ARRL_Section	NNY	Northern New York	291					3.0.8	Released
ARRL_Section	NT	Northwest Territories/Yukon/Nunavut	1	2003/11/01				3.0.8	Released
ARRL_Section	NWT	Northwest Territories/Yukon/Nunavut	1		2003/11/01		replaced by NT	3.0.8	Released
ARRL_Section	OH	Ohio	291					3.0.8	Released
ARRL_Section	OK	Oklahoma	291					3.0.8	Released
